MODEL,PRICE,KM,MFG YEAR,FUEL TYPE,BHP,VEHICLE TYPE,CC,DOORS,CYLINDER,GEAR,WEIGHT,ABS,AIRBAGS,CD PLAYER,CENTRAL LOCK,POWER WINDOW,POWER STEERING,MISTLAMPS,BACK SEAT DIVIDER,ALLOY WHEELS,MFG MONTH
23,588000,85000,2015,1,89,1,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,DECEMBER
239,648000,64000,2017,1,89,1,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,JUNE
239,579000,75000,2016,1,89,1,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,APRIL
239,728000,60000,2018,1,89,1,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,DECEMBER
239,848000,54000,2019,1,89,1,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,JUNE
239,526000,84000,2015,1,89,1,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
239,858000,36000,2020,1,89,1,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,OCTOBER
283,888000,38000,2020,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,JUNE
283,551000,72000,2015,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,SEPTEMBER
283,648000,71000,2016,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,JANUARY
283,848000,50000,2019,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,MARCH
283,818000,53000,2018,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,0VEMBER
283,768000,66000,2017,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,MARCH
33,918000,34000,2020,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,AUGUST
33,658000,68000,2017,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,DECEMBER
33,597000,74000,2015,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,APRIL
33,878000,47000,2019,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,MAY
33,788000,55000,2018,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,JANUARY
33,618000,70000,2016,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,MAY
179,883000,46000,2019,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,0,0,0,APRIL
179,548000,64000,2015,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,0,0,0,0VEMBER
179,628000,62000,2018,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,0,0,0,DECEMBER
179,688000,55000,2017,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,0,0,0,JUNE
179,793000,50000,2019,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,0,0,0,FEBRUARY
179,928000,28000,2020,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,0,0,0,OCTOBER
284,878000,52000,2019,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,JUNE
284,918000,38000,2020,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
284,628000,71000,2015,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,JANUARY
284,678000,67000,2016,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,MARCH
284,758000,53000,2017,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,0VEMBER
284,848000,52000,2018,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,MARCH
6,778000,63000,2017,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,AUGUST
6,878000,56000,2018,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,DECEMBER
6,938000,44000,2019,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,APRIL
6,678000,76000,2018,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,MAY
6,718000,71000,2016,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,JANUARY
6,958000,30000,2020,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,0VEMBER
160,978000,37000,2020,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
160,958000,49000,2019,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,JUNE
160,928000,61000,2018,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
160,688000,71000,2015,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,JANUARY
160,788000,63000,2017,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,MARCH
160,728000,64000,2016,1,89,0,1199,4,4,5,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
180,793000,55000,2017,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,APRIL
180,938000,52000,2018,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,OCTOBER
180,706000,74000,2015,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,JUNE
180,988000,35000,2020,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,FEBRUARY
180,748000,68000,2016,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,DECEMBER
180,967000,46000,2019,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,0VEMBER
14,758000,68000,2016,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,MAY
14,848000,65000,2017,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,MARCH
14,918000,56000,2018,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,JANUARY
14,718000,720000,2015,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,0VEMBER
14,1034000,26000,2020,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,FEBRUARY
14,948000,48000,2019,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,0,0,0,JUNE
24,778000,74000,2016,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
24,1059000,34000,2020,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,OCTOBER
24,848000,68000,2017,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,JUNE
24,928000,56000,2018,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
24,1058000,40000,2020,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,JANUARY
24,958000,48000,2019,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,MARCH
240,913000,57000,2018,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,0VEMBER
240,988000,38000,2020,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,JANUARY
240,838000,63000,2017,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,MARCH
240,938000,52000,2019,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,0VEMBER
240,748000,67000,2016,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,MARCH
240,718000,72000,2015,1,99,1,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,AUGUST
181,1038000,35000,2020,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
181,1048000,28000,2020,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,APRIL
181,923000,55000,2018,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,MAY
181,948000,49000,2019,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
181,723000,67000,2015,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
181,838000,57000,2017,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,JUNE
181,768000,62000,2016,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,OCTOBER
7,1088000,34000,2020,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,JULY
7,948000,60000,2018,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,MAY
7,1053000,48000,2019,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,0VEMBER
7,778000,68000,2017,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,JANUARY
7,728000,70000,2016,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,MAY
161,778000,61000,2016,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,APRIL
161,928000,27000,2019,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,MARCH
161,848000,70000,2017,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
161,728000,77000,2015,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,MARCH
161,1048000,43000,2020,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,AUGUST
161,878000,55000,2018,1,79,0,1498,4,4,5,1300,1,1,1,1,1,1,1,1,1,JANUARY
457,1848000,52000,2018,1,140,0,1799,4,4,5,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
457,1778000,65000,2017,1,140,0,1799,4,4,5,1300,1,1,1,1,1,1,1,1,1,OCTOBER
457,1728000,68000,2016,1,140,0,1799,4,4,5,1300,1,1,1,1,1,1,1,1,1,DECEMBER
457,2018000,54000,2019,1,140,0,1799,4,4,5,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
457,2128000,34000,2018,1,140,0,1799,4,4,5,1300,1,1,1,1,1,1,1,1,1,MAY
408,1977000,75000,2016,1,140,0,1799,4,4,5,1300,1,1,1,1,1,1,1,1,1,DECEMBER
408,2148000,54000,2018,1,140,0,1799,4,4,5,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
408,1966000,78000,2015,1,140,0,1799,4,4,5,1300,1,1,1,1,1,1,1,1,1,JUNE
408,2318000,51000,2019,1,140,0,1799,4,4,5,1300,1,1,1,1,1,1,1,1,1,MAY
408,2148000,54000,2018,1,140,0,1799,4,4,5,1300,1,1,1,1,1,1,1,1,1,JULY
408,2028000,71000,2017,1,118,1,1597,4,4,6,1300,1,1,1,1,1,1,1,1,1,OCTOBER
241,2418000,64000,2017,1,118,1,1597,4,4,6,1300,1,1,1,1,1,1,1,1,1,DECEMBER
241,2547000,36000,2020,1,118,1,1597,4,4,6,1300,1,1,1,1,1,1,1,1,1,MARCH
241,2516000,49000,2019,1,118,1,1597,4,4,6,1300,1,1,1,1,1,1,1,1,1,OCTOBER
241,2577000,24000,2020,1,118,1,1597,4,4,6,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
241,2458000,54000,2018,1,140,0,1799,4,4,5,1300,1,1,1,1,1,1,1,1,1,AUGUST
430,2478000,44000,2018,1,140,0,1799,4,4,5,1300,1,1,1,1,1,1,1,1,1,APRIL
430,2548000,41000,2019,1,140,0,1799,4,4,5,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
430,2428000,50000,2017,1,140,0,1799,4,4,5,1300,1,1,1,1,1,1,1,1,1,DECEMBER
430,2588000,37000,2020,1,140,0,1799,4,4,5,1300,1,1,1,1,1,1,1,1,1,0VEMBER
242,2418000,68000,2016,1,118,1,1597,4,4,6,1300,1,1,1,1,1,1,1,1,1,JULY
242,2548000,64000,2017,1,118,1,1597,4,4,6,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
242,2678000,45000,2019,1,118,1,1597,4,4,6,1300,1,1,1,1,1,1,1,1,1,JUNE
242,2726000,38000,2020,1,118,1,1597,4,4,6,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
242,2578000,61000,2018,1,118,1,1597,4,4,6,1300,1,1,1,1,1,1,1,1,1,0VEMBER
458,618000,71000,2017,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,APRIL
458,858000,48000,2019,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
458,878000,41000,2020,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,AUGUST
458,618000,71000,2017,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,JANUARY
458,728000,59000,2018,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,0VEMBER
458,578000,78000,2016,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
34,828000,63000,2017,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,JANUARY
34,818000,72000,2017,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,MAY
34,1018000,42000,2020,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,APRIL
34,928000,61000,2019,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,AUGUST
34,778000,73000,2016,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,MARCH
34,848000,67000,2018,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,JANUARY
459,748000,77000,2016,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,0VEMBER
459,939000,52000,2019,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,DECEMBER
459,928000,63000,2018,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,JUNE
459,788000,58000,2017,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
459,923000,68000,2018,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,OCTOBER
459,1055000,48000,2020,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,JUNE
285,773000,68000,2017,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
285,948000,55000,2019,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,JANUARY
285,1068000,47000,2020,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,MARCH
285,728000,77000,2015,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,0VEMBER
285,753000,70000,2016,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,MARCH
285,838000,54000,2018,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,AUGUST
35,1018000,68000,2017,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,DECEMBER
35,1128000,57000,2018,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,APRIL
35,918000,81000,2015,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,MAY
35,1278000,49000,2019,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,JANUARY
35,1253000,40000,2020,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,0VEMBER
35,948000,74000,2016,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
286,948000,67000,2017,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,JUNE
286,1128000,49000,2019,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,OCTOBER
286,1018000,57000,2018,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,JULY
286,928000,72000,2016,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,MAY
286,1178000,28000,2020,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,0VEMBER
286,818000,76000,2015,1,98,1,1498,5,4,6,1300,1,1,1,1,1,1,1,1,1,JANUARY
472,578000,70000,2017,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,0,0,1,MAY
472,518000,72000,2016,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,0,0,1,JANUARY
472,638000,68000,2018,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,0,0,1,MARCH
472,758000,61000,2019,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,0,0,1,FEBRUARY
472,848000,41000,2020,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,0,0,1,APRIL
460,548000,71000,2016,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,0,0,1,OCTOBER
460,768000,50000,2019,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,0,0,1,JUNE
460,858000,40000,2020,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,0,0,1,FEBRUARY
460,619000,67000,2017,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,0,0,1,DECEMBER
460,659000,59000,2018,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,0,0,1,0VEMBER
378,848000,63000,2018,1,89,0,1199,5,4,7,1300,1,1,1,1,1,1,0,0,1,MAY
378,758000,62000,2017,1,89,0,1199,5,4,7,1300,1,1,1,1,1,1,0,0,1,MARCH
378,828000,60000,2019,1,89,0,1199,5,4,7,1300,1,1,1,1,1,1,0,0,1,JANUARY
378,953000,34000,2020,1,89,0,1199,5,4,7,1300,1,1,1,1,1,1,0,0,1,0VEMBER
378,718000,76000,2016,1,89,0,1199,5,4,7,1300,1,1,1,1,1,1,0,0,1,AUGUST
461,768000,60000,2017,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,DECEMBER
461,853000,68000,2018,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,APRIL
461,938000,57000,2019,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,MAY
461,728000,76000,2016,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
461,978000,29000,2020,1,89,1,1199,5,4,5,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
352,759000,76000,2017,1,89,0,1199,5,4,7,1300,1,1,1,1,1,1,0,0,1,JUNE
352,729000,78000,2016,1,89,0,1199,5,4,7,1300,1,1,1,1,1,1,0,0,1,OCTOBER
352,978000,55000,2019,1,89,0,1199,5,4,7,1300,1,1,1,1,1,1,0,0,1,JULY
352,858000,68000,2019,1,89,0,1199,5,4,7,1300,1,1,1,1,1,1,0,0,1,MAY
352,728000,78000,2020,1,89,0,1199,5,4,7,1300,1,1,1,1,1,1,0,0,1,0VEMBER
353,858000,79000,2017,1,89,0,1199,5,4,7,1300,1,1,1,1,1,1,1,1,1,JANUARY
353,1018000,84000,2019,1,89,0,1199,5,4,7,1300,1,1,1,1,1,1,1,1,1,MAY
353,818000,79000,2016,1,89,0,1199,5,4,7,1300,1,1,1,1,1,1,1,1,1,APRIL
353,1078000,42000,2020,1,89,0,1199,5,4,7,1300,1,1,1,1,1,1,1,1,1,MARCH
353,948000,65000,2018,1,89,0,1199,5,4,7,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
323,3318000,68000,2018,1,152,0,1997,5,4,9,1300,1,1,1,1,1,1,1,1,1,MARCH
323,3378000,61000,2019,1,152,0,1997,5,4,9,1300,1,1,1,1,1,1,1,1,1,AUGUST
323,3248000,72000,2017,1,152,0,1997,5,4,9,1300,1,1,1,1,1,1,1,1,1,APRIL
323,3418000,50000,2020,1,152,0,1997,5,4,9,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
323,3118000,77000,2016,1,152,0,1997,5,4,9,1300,1,1,1,1,1,1,1,1,1,DECEMBER
323,3428000,48000,2020,1,152,0,1997,5,4,9,1300,1,1,1,1,1,1,1,1,1,0VEMBER
133,3278000,72000,2017,1,152,0,1997,5,4,9,1300,1,1,1,1,1,1,1,1,1,JULY
133,3358000,57000,2018,1,152,0,1997,5,4,9,1300,1,1,1,1,1,1,1,1,1,FEBRUARY
133,3268000,80000,2016,1,152,0,1997,5,4,9,1300,1,1,1,1,1,1,1,1,1,JUNE
133,3559000,41000,2020,1,152,0,1997,5,4,9,1300,1,1,1,1,1,1,1,1,1,SEPTEMBER
133,3228000,62000,2018,1,152,0,1997,5,4,9,1300,1,1,1,1,1,1,1,1,1,0VEMBER
133,3458000,59000,2019,1,152,0,1997,5,4,9,1300,1,1,1,1,1,1,1,1,1,APRIL
354,160000,11000,2011,1,55,1,814,5,3,5,715,0,0,1,0,0,1,1,0,0,JULY
354,165000,12000,2012,1,55,1,814,5,3,5,715,0,0,1,0,0,1,1,0,0,0VEMBER
354,180000,19000,2014,1,55,1,814,5,3,5,715,0,0,1,0,0,1,1,0,0,DECEMBER
354,175000,17000,2013,1,55,1,814,5,3,5,715,0,0,1,0,0,1,1,0,0,APRIL
354,190000,26000,2015,1,55,1,814,5,3,5,715,0,0,1,0,0,1,1,0,0,OCTOBER
354,215000,14000,2017,1,55,1,814,5,3,5,715,0,0,1,0,0,1,1,0,0,JULY
354,210000,18000,2016,1,55,1,814,5,3,5,715,0,0,1,0,0,1,1,0,0,JANUARY
354,285000,16000,2018,1,55,1,814,5,3,5,715,0,0,1,0,0,1,1,0,0,0VEMBER
354,380000,21000,2020,1,55,1,814,5,3,5,715,0,0,1,0,0,1,1,0,0,JUNE
354,315000,20000,2019,1,55,1,814,5,3,5,715,0,0,1,0,0,1,1,0,0,SEPTEMBER
431,310000,19000,2018,1,55,1,814,5,3,5,715,0,0,1,1,1,1,1,0,0,DECEMBER
431,325000,22000,2019,1,55,1,814,5,3,5,715,0,0,1,1,1,1,1,0,0,MARCH
431,275000,17000,2016,1,55,1,814,5,3,5,715,0,0,1,1,1,1,1,0,0,MAY
431,272000,18000,2017,1,55,1,814,5,3,5,715,0,0,1,1,1,1,1,0,0,DECEMBER
431,316000,19000,2019,1,55,1,814,5,3,5,715,0,0,1,1,1,1,1,0,0,OCTOBER
381,185000,17000,2014,1,55,1,814,5,3,5,715,0,2,1,1,1,1,0,0,0,AUGUST
381,310000,21000,2018,1,55,1,814,5,3,5,715,0,2,1,1,1,1,0,0,0,0VEMBER
381,325000,19000,2019,1,55,1,814,5,3,5,715,0,2,1,1,1,1,0,0,0,APRIL
381,255000,16000,2017,1,55,1,814,5,3,5,715,0,2,1,1,1,1,0,0,0,JULY
381,126000,12000,2013,1,55,1,814,5,3,5,715,0,2,1,1,1,1,0,0,0,DECEMBER
382,286000,15000,2018,1,55,1,814,5,3,5,715,0,1,1,1,1,1,1,0,0,JANUARY
382,230000,12000,2013,1,55,1,814,5,3,5,715,0,1,1,1,1,1,1,0,0,JULY
382,221000,16000,2012,1,55,1,814,5,3,5,715,0,1,1,1,1,1,1,0,0,AUGUST
382,110000,14000,2011,1,55,1,814,5,3,5,715,0,1,1,1,1,1,1,0,0,SEPTEMBER
382,145000,11000,2013,1,55,1,814,5,3,5,715,0,1,1,1,1,1,1,0,0,OCTOBER
298,135000,14000,2014,1,68,1,998,5,3,5,720,0,1,1,1,1,1,1,0,0,MARCH
298,121000,16000,2012,1,68,1,998,5,3,5,720,0,1,1,1,1,1,1,0,0,APRIL
298,295000,19000,2016,1,68,1,998,5,3,5,720,0,1,1,1,1,1,1,0,0,MAY
298,286000,17000,2015,1,68,1,998,5,3,5,720,0,1,1,1,1,1,1,0,0,JUNE
298,135000,13000,2014,1,68,1,998,5,3,5,720,0,1,1,1,1,1,1,0,0,JULY
243,310000,21000,2017,1,68,1,998,5,3,5,720,0,1,1,1,1,1,1,0,0,0VEMBER
243,345000,18000,2018,1,68,1,998,5,3,5,720,0,1,1,1,1,1,1,0,0,DECEMBER
243,385000,18000,2020,1,68,1,998,5,3,5,720,0,1,1,1,1,1,1,0,0,APRIL
243,285000,16000,2015,1,68,1,998,5,3,5,720,0,1,1,1,1,1,1,0,0,OCTOBER
243,315000,12000,2012,1,68,1,998,5,3,5,720,0,1,1,1,1,1,1,0,0,JULY
383,320000,14000,2019,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,JANUARY
383,415000,11000,2020,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,0VEMBER
383,310000,21000,2018,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,JUNE
383,332000,16000,2019,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,SEPTEMBER
383,290000,21000,2017,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,DECEMBER
383,295000,11000,2016,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,MARCH
383,255000,18000,2014,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,JANUARY
324,315000,17000,2017,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,0VEMBER
324,312000,16500,2018,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,JUNE
324,210000,15000,2013,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,SEPTEMBER
324,211000,14500,2019,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,DECEMBER
324,290000,16000,2018,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,MARCH
324,222000,15000,2013,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,MAY
324,252000,16000,2011,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,DECEMBER
324,162000,17000,2012,1,59,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,OCTOBER
324,282000,19000,2016,1,59,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,AUGUST
324,225000,21000,2015,1,59,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,0VEMBER
324,215000,16000,2014,1,59,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,APRIL
324,285000,15000,2017,1,59,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,JULY
324,322000,15500,2019,1,59,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,DECEMBER
324,290000,13000,2018,1,59,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,JANUARY
324,286000,18500,2016,1,68,0,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,JULY
324,325000,12500,2018,1,68,0,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,JUNE
324,310000,16500,2017,1,68,0,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,SEPTEMBER
324,325000,16000,2019,1,68,0,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,DECEMBER
324,322000,11000,2018,1,68,0,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,MARCH
324,365000,19500,2020,1,68,0,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,JANUARY
324,345000,18500,2019,1,68,0,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,0VEMBER
299,295000,19000,2017,1,59,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,JUNE
299,320000,21000,2018,1,59,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,MAY
299,215000,15000,2014,1,59,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,DECEMBER
299,285000,17000,2016,1,59,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,OCTOBER
299,195000,15000,2015,1,59,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,AUGUST
299,215000,16500,2014,1,59,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,0VEMBER
299,296000,14000,2017,1,59,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,APRIL
299,310000,13500,2020,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,JANUARY
299,150000,17000,2013,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,MARCH
299,300000,13500,2018,1,68,1,1086,5,4,5,950,1,1,1,1,1,1,1,0,0,DECEMBER
